Review ID,Entity,Feature,Target,DocType,Confidence,Fanout,SignalType,SignalPath,Title,PrimaryCommand,Heuristic,Why,Your Verdict,Your Notes
R2-S-055,Session->Feature,marketplace-sources-enhancement-v1,S-agent-af69147,,0.350,2,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/PRDs/enhancements/marketplace-sources-enhancement-v1.md,Session,,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-D-056,Doc->Feature,multi-platform-project-deployments-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/features/multi-platform-project-deployments-v1.md,implementation_plan,,,,,Implementation Plan: Multi-Platform Project Deployments (v1),,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-057,Doc->Feature,multi-platform-project-deployments-v1,progress/multi-platform-project-deployments/phase-0-progress.md,progress,,,,,Adapter Baseline,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-058,Doc->Feature,multi-platform-project-deployments-v1,progress/multi-platform-project-deployments/phase-1-progress.md,progress,,,,,Data Model Foundations,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-059,Doc->Feature,multi-platform-project-deployments-v1,progress/multi-platform-project-deployments/phase-2-progress.md,progress,,,,,Deployment Engine Refactor,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-060,Doc->Feature,multi-platform-project-deployments-v1,progress/multi-platform-project-deployments/phase-3-progress.md,progress,,,,,Context Entity Generalization,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-061,Doc->Feature,multi-platform-project-deployments-v1,progress/multi-platform-project-deployments/phase-4-progress.md,progress,,,,,"Discovery, Cache, and UI/UX",,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-062,Doc->Feature,multi-platform-project-deployments-v1,progress/multi-platform-project-deployments/phase-5-progress.md,progress,,,,,Migration and Compatibility Hardening,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-063,Doc->Feature,multi-platform-project-deployments-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/features/multi-platform-project-deployments-v1/phase-0-adapter-baseline.md,phase_plan,,,,,Phase 0: Adapter Baseline,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-S-064,Session->Feature,multi-platform-project-deployments-v1,S-agent-a199233,,0.820,2,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/features/multi-platform-project-deployments-v1/phase-0-adapter-baseline.md,Session,,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-065,Session->Feature,multi-platform-project-deployments-v1,S-agent-a5e8ec6,,0.820,1,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/features/multi-platform-project-deployments-v1.md,Session,,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-066,Session->Feature,multi-platform-project-deployments-v1,S-agent-ac55032,,0.820,1,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/features/multi-platform-project-deployments-v1.md,Session,,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-067,Session->Feature,multi-platform-project-deployments-v1,S-6afb88b3-67ae-43b2-b1ab-73513186ef26,,0.800,1,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/features/multi-platform-project-deployments-v1.md,Plan Feature - multi-platform-project-deployments-v1,/plan:plan-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-068,Session->Feature,multi-platform-project-deployments-v1,S-agent-adb04c1,,0.350,1,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/features/multi-platform-project-deployments-v1.md,Session,,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-D-069,Doc->Feature,collection-data-consistency-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,implementation_plan,,,,,Implementation Plan: Collection Data Consistency & Performance Optimization,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-070,Doc->Feature,collection-data-consistency-v1,progress/collection-data-consistency/phase-1-progress.md,progress,,,,,Critical Performance Fix,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-071,Doc->Feature,collection-data-consistency-v1,progress/collection-data-consistency/phase-2-progress.md,progress,,,,,Frontend Mapping Consolidation,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-072,Doc->Feature,collection-data-consistency-v1,progress/collection-data-consistency/phase-3-progress.md,progress,,,,,API Endpoint Consistency (CollectionService),,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-073,Doc->Feature,collection-data-consistency-v1,progress/collection-data-consistency/phase-4-progress.md,progress,,,,,Caching Layer,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-074,Doc->Feature,collection-data-consistency-v1,progress/collection-data-consistency/phase-5-progress.md,progress,,,,,Frontend Data Preloading,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-075,Doc->Feature,collection-data-consistency-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/artifact-metadata-cache-v1.md,implementation_plan,,,,,Implementation Plan: Artifact Metadata Caching Enhancement,,LIKELY_NOISE,doc points to other feature: artifact-metadata-cache-v1,NOISE,
R2-D-076,Doc->Feature,collection-data-consistency-v1,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/reports/dual-collection-system-architecture-analysis.md,report,,,,,Architecture Analysis: Dual Collection System (File-Based vs Database-Backed),,UNCERTAIN,needs human review,UNCERTAIN,
R2-S-077,Session->Feature,collection-data-consistency-v1,S-a65c1238-8a5a-480c-bf6b-8b137fb86151,,0.950,2,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Execute Phase 5 - collection-data-consistency-v1,/dev:execute-phase,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-078,Session->Feature,collection-data-consistency-v1,S-agent-a715475,,0.820,1,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Session,,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-079,Session->Feature,collection-data-consistency-v1,S-01d0730a-c3dd-4792-8a06-7654c3099975,,0.800,1,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Cache layer integration with TTL expiration,/dev:execute-phase,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-080,Session->Feature,collection-data-consistency-v1,S-5f4b6911-406f-43a9-be18-98da89876db9,,0.800,1,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Dual Collection System Architecture Analysis,/dev:execute-phase,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-081,Session->Feature,collection-data-consistency-v1,S-68da4c8b-493b-4c46-b076-ef9e1d0af541,,0.800,1,file_read,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/collection-data-consistency/phase-1-progress.md,Collection data consistency refactor phases 1-2,/dev:execute-phase,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-082,Session->Feature,collection-data-consistency-v1,S-4db96e85-1c46-4ad1-965e-92fee88d13b0,,0.780,1,command_args_path,docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Collection Data Consistency: N+1 Queries Fix,/dev:execute-phase,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-083,Session->Feature,collection-data-consistency-v1,S-agent-a050964,,0.770,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Session,,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-084,Session->Feature,collection-data-consistency-v1,S-c6c8724c-a83f-4e74-bc07-f602eec32030,,0.600,2,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Plan Feature - collection-data-consistency-v1,/plan:plan-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-085,Session->Feature,collection-data-consistency-v1,S-6b29bbf6-16c5-4507-bb1b-98f27fac223d,,0.350,5,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Debug - collection-data-consistency-v1,/fix:debug,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-086,Session->Feature,collection-data-consistency-v1,S-94ebb095-4004-45e9-a7dd-afb6cf01ecc9,,0.350,1,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Dual-Collection Page Refactor Architecture Plan,,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-087,Session->Feature,collection-data-consistency-v1,S-agent-a777ed2,,0.350,1,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Session,,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-088,Session->Feature,collection-data-consistency-v1,S-agent-a8a1ef3,,0.350,1,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Session,,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-089,Session->Feature,collection-data-consistency-v1,S-agent-aa634c7,,0.350,2,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Session,,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-090,Session->Feature,collection-data-consistency-v1,S-agent-ab8d2a2,,0.350,1,file_read,/Users/miethe/dev/homelab/development/skillmeat/docs/project_plans/implementation_plans/refactors/collection-data-consistency-v1.md,Session,,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-D-091,Doc->Feature,quick-features,progress/quick-features/artifact-card-menu-consolidation.md,progress,,,,,Artifact Card Menu Consolidation,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-092,Doc->Feature,quick-features,progress/quick-features/artifact-indexing-all-types.md,progress,,,,,Artifact Indexing All Types,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-093,Doc->Feature,quick-features,progress/quick-features/clickable-deployment-cards.md,progress,,,,,Clickable Deployment Cards,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-094,Doc->Feature,quick-features,progress/quick-features/collection-badges-modal.md,progress,,,,,Collection Badges Modal,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-095,Doc->Feature,quick-features,progress/quick-features/collection-card-enhancements.md,progress,,,,,Collection Card Enhancements,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-096,Doc->Feature,quick-features,progress/quick-features/collection-card-group-badges.md,progress,,,,,Collection Card Group Badges,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-097,Doc->Feature,quick-features,progress/quick-features/collection-card-ux-enhancements.md,progress,,,,,Collection Card Ux Enhancements,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-D-098,Doc->Feature,quick-features,progress/quick-features/collection-group-ordering.md,progress,,,,,Collection Group Ordering,,LIKELY_VALID,feature token in doc path/prd/slug,KEEP,
R2-S-099,Session->Feature,quick-features,S-c8e3dfbf-45d0-46d6-988b-fa0a736b8e80,,0.850,2,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/collapsible-action-bar.md,Quick Feature - collapsible-action-bar,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-100,Session->Feature,quick-features,S-062b634a-903e-4751-963e-da1ce07136aa,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/artifact-search-ui-enhancements.md,Artifact search results UI enhancements implemented,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-101,Session->Feature,quick-features,S-0f57dc25-85cd-4853-848e-c613fc495587,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/marketplace-source-auto-scan.md,Marketplace Sources: Auto-Scan & Smart URL Import,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-102,Session->Feature,quick-features,S-1b42ecc3-e10e-4517-aa13-2452a5109516,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/modal-contents-tab-height-fix.md,Fix modal Contents tab height competing tabs,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-103,Session->Feature,quick-features,S-1e0a2205-3de4-4247-b0ba-24ca1832b40c,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/marketplace-import-auto-refresh.md,Marketplace import cache invalidation fix,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-104,Session->Feature,quick-features,S-1e74b054-8821-4d2e-86bb-dd40398f7646,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/fix-artifact-linking-dialog.md,Quick Feature - fix-artifact-linking-dialog,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-105,Session->Feature,quick-features,S-1fcf113b-9b22-40ea-a6ee-028435356fa9,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/cross-modal-navigation-tabs.md,Import artifact collection/deployment linking UI tabs,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-106,Session->Feature,quick-features,S-281e0805-e908-478f-8641-137705a5baa8,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/combine-deployment-badges.md,Quick Feature - combine-deployment-badges,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-107,Session->Feature,quick-features,S-29dab117-3590-411a-bb1d-badc47bbeae5,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/collection-import-symlink-resolution.md,Quick Feature - collection-import-symlink-resolution,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-108,Session->Feature,quick-features,S-2b1ba240-0e32-4009-a54f-4cc6961a7b81,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/sync-tab-collapsible-sections.md,Quick Feature - sync-tab-collapsible-sections,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-109,Session->Feature,quick-features,S-38c2b66b-76bc-4797-acfb-43bf39ec23d3,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/skill-detection-and-sorting.md,Fix skill detection & add confidence sorting,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-110,Session->Feature,quick-features,S-3b429575-33b7-4ed6-ba12-53572778a1b7,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/collections-tab-backend-fix.md,Collections Tab Backend Fix: Database Query Gap,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-111,Session->Feature,quick-features,S-3ea344c9-d268-4b2d-bb3d-a68d4fb0f198,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/source-card-badges-update.md,"Marketplace source badges: icons, tooltips, search indexing",/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
R2-S-112,Session->Feature,quick-features,S-3f6a6ed1-c881-4e72-8d86-7f5102aa0f4c,,0.820,1,file_write,/Users/miethe/dev/homelab/development/skillmeat/.claude/progress/quick-features/single-artifact-source-mode.md,Marketplace Source Single Artifact Mode Implementation,/dev:quick-feature,LIKELY_VALID,feature token in title/signal path,KEEP,
